Date,Track,RaceNumber,HorseNumber,HorseName,Weight,RSRLastRun,Barrier,Jockey,Odds,Trainer,RunsFromSpell,DaysSinceLastRun,LastStartFinishPosition,Distance,Age,Starts,FinishPosition,RSR 
5/11/2023,Albany,2,6,Hans Christian,58,72.37812492,9,Ms K Yuill,9.5,S J Wolfe,0,175,3,1230,4,4,5,65.3691059
5/11/2023,Albany,2,7,Crombie,55,54.17692348,7,Zephen Johnston-Porter,61,J D Jachmann,10,7,13,1230,5,12,2,67.44065035
5/11/2023,Albany,2,8,Pecos,55,59.75357162,5,Ava Catarino,41,P E Roberts,0,212,6,1230,5,8,4,66.99349604
5/11/2023,Albany,2,9,Natural Man,58,-151.4536619,8,Natasha Faithfull,81,Samantha Faithfull,0,331,13,1230,5,3,9,62.90975652
5/11/2023,Albany,2,10,Red Earl,58,NULL,10,Victora Corver,71,P E Roberts,0,NULL,NULL,1230,4,0,11,58.21463372
5/11/2023,Albany,2,11,I Dreamed A Dream,56,76.4714282,3,B Banovic-Edwards,2.599999905,S J Wolfe,0,190,5,1230,3,4,6,63.54552835
5/11/2023,Albany,2,12,A Gift From God,55,44.0500014,11,Rosie Mahony,101,Stephen Sheehy,0,210,11,1230,4,1,10,56.26178883
5/11/2023,Albany,2,13,Pray For Lucy,56,NULL,12,Jade Mc Naught,18,S J Wolfe,0,NULL,NULL,1230,3,0,13,53.93170732
5/11/2023,Albany,3,1,My Affliction,60,60.64166689,9,Ms R Forrest,6,Roy Rogers,7,15,8,1230,4,10,8,67.67967501
5/11/2023,Albany,3,2,Penned,56.5,56.71788575,4,Rosie Mahony,4,S J Wolfe,0,175,9,1230,4,9,2,77.4
5/11/2023,Albany,3,3,Let Her Boogie,59,57.84285639,5,C Nicoll,14,Roy Rogers,1,15,10,1230,4,11,7,69.11544737
5/11/2023,Albany,3,4,Yes Of Course,59,72.72812508,2,Alan Kennedy,4,S J Wolfe,0,175,3,1230,4,11,3,75.59918689
5/11/2023,Albany,3,6,Diamond Blue,57.5,60.8410596,6,Victora Corver,7.5,Jade Proctor,5,10,10,1230,5,28,6,68.80975652
5/11/2023,Albany,3,7,St John,57.5,46.165625,3,Natasha Faithfull,10,Samantha Faithfull,0,153,10,1230,5,15,1,78.2
5/11/2023,Albany,3,8,Playin' Hardball,57,67.11562516,7,Madi Derrick,13,Roy Rogers,0,175,5,1230,4,9,9,60.13739816
5/11/2023,Albany,3,9,Al Capitano,52,79.04999971,1,Zephen Johnston-Porter,81,J D Jachmann,0,210,8,1230,9,65,5,65.52764217
5/11/2023,Albany,3,10,Candijay,54,52.92926744,8,J Whiting,7.5,P B Hunter,0,175,10,1230,7,31,4,71.15203257
5/11/2023,Albany,4,1,Weld,59.5,57.59166667,1,Rosie Mahony,61,Leigh Murray,1,8,5,1500,9,61,8,61.40000035
5/11/2023,Albany,4,2,Kallaroo,60,71.71250016,2,Austin Galati,12,R F Brown,7,22,3,1500,6,41,6,70.05000035
5/11/2023,Albany,4,3,Annihilator,56,75.26250033,3,Zephen Johnston-Porter,15,J D Jachmann,7,22,11,1500,7,48,3,73.08333298
5/11/2023,Albany,4,4,Little Silver,58,72.80877483,5,Alan Kennedy,1.399999976,S J Wolfe,3,10,4,1500,4,12,1,84.4
5/11/2023,Albany,4,5,Rock Of Kaha,58,74.21666671,6,Jade Mc Naught,9,J D Jachmann,3,24,4,1500,6,36,4,74.68333298
5/11/2023,Albany,4,6,Missalfie,56.5,73.40000014,4,Ms K Yuill,11,W J Bradshaw,0,171,7,1500,7,43,5,68.53333333
5/11/2023,Albany,4,8,Fly Better,54,74.25000014,7,Victora Corver,31,Ms S Searle,0,247,7,1500,6,17,2,72.76666684
5/11/2023,Albany,4,9,Hide The Oreos,54,48.84285752,8,Madi Derrick,11,Roy Rogers,3,15,12,1500,4,15,7,58.28333333
5/11/2023,Albany,5,1,Magnum Class,58,59.71572826,4,Ava Catarino,9,M L Lane,1,10,13,1000,4,5,3,72.62500026
5/11/2023,Albany,5,2,Make Your Point,57.5,75.37500013,1,Rosie Mahony,2,S J Wolfe,1,46,2,1000,4,7,5,70.57499987
5/11/2023,Albany,5,3,Mulgabbie Gold,60,32.24166667,10,Alan Kennedy,26,P E Roberts,1,11,9,1000,7,7,9,52.77500105
5/11/2023,Albany,5,4,Nitro Fred,58.5,58.65,7,Ms K Yuill,26,Josh Brown,0,254,4,1000,6,15,1,78.8
5/11/2023,Albany,5,5,Elite Jewel,58,72.5,9,Austin Galati,21,Ms S Searle,0,175,1,1000,5,14,7,63.00000026
5/11/2023,Albany,5,6,Hot Chatter,57.5,54.24999905,6,J Whiting,21,Rebecca Wallrodt,0,184,9,1000,4,12,4,71.125
5/11/2023,Albany,5,7,Phence Sitter,57,64.82499978,5,Jade Mc Naught,4.400000095,S J Wolfe,2,11,7,1000,3,3,8,61.64999948
5/11/2023,Albany,5,8,Speedy Pye,57,75.49112903,3,Natasha Faithfull,5.5,Samantha Faithfull,0,219,2,1000,5,18,2,76.225
5/11/2023,Albany,5,9,Aramat,56.5,63.22692348,2,B Banovic-Edwards,21,J D Jachmann,2,28,7,1000,6,36,6,65.65000052
5/11/2023,Albany,5,10,Ricky's Ora,54,66.76923037,8,Victora Corver,151,J D Jachmann,0,226,8,1000,6,23,10,6.725001049
5/11/2023,Albany,6,1,Classic Magnus,61,73.39999987,10,J Whiting,5.5,P C Western,0,232,7,1000,6,33,3,81.82500007
5/11/2023,Albany,6,2,Lacevinsky,57,71.51250022,7,Ms K Yuill,21,A W McNamara,0,141,10,1000,8,45,5,76.69999993
5/11/2023,Albany,6,3,Storm Commander,57,80.29999997,4,Jade Mc Naught,5,J D Jachmann,7,28,2,1000,5,21,2,78.89999997
5/11/2023,Albany,6,4,First Law,53.5,78.09999993,2,Zephen Johnston-Porter,9.5,J D Jachmann,1,28,4,1000,6,30,6,68.675
5/11/2023,Albany,6,5,Avoidance,55.5,62.38943047,9,Madi Derrick,4.199999809,Roy Rogers,0,175,9,1000,5,11,1,79.9
5/11/2023,Albany,6,6,Athlone Castle,54,62.12916689,5,Kristy Bennett,13,M M Sheridan,4,36,14,1000,11,66,10,64.67500026
5/11/2023,Albany,6,7,God's Moment,54,53.67499925,3,Natasha Faithfull,10,Roy Rogers,0,169,14,1000,7,16,4,74.575
5/11/2023,Albany,6,8,Rocapozzene,54,70.325,1,Austin Galati,4.400000095,Roy Rogers,0,67,8,1000,4,11,7,67.7
5/11/2023,Albany,6,9,Trevello,54,79,8,C Nicoll,21,Roy Rogers,0,184,4,1000,9,41,9,66.325
5/11/2023,Albany,6,10,Watto's Fury,54,73.29999978,6,Victora Corver,51,Jade Proctor,4,24,4,1000,9,83,8,67.15000052
5/11/2023,Albany,7,1,Debit Credit,61,78.9,8,Ms K Yuill,21,A W McNamara,0,99,1,1100,8,40,10,44.65
5/11/2023,Albany,7,2,Highfriar,58,73.40000012,5,Zephen Johnston-Porter,41,J D Jachmann,2,22,9,1100,8,60,8,68.00000048
5/11/2023,Albany,7,3,Blue Line,57.5,77.42083322,9,Ava Catarino,9.5,Samantha Faithfull,0,144,8,1100,5,25,7,69.09999905
5/11/2023,Albany,7,4,Looks,58.5,75.07499987,7,Alan Kennedy,3.099999905,S J Wolfe,0,162,7,1100,4,8,3,74.14999976
5/11/2023,Albany,7,5,Oxbridge,55,74.2714282,4,Rosie Mahony,8.5,Stephen Sheehy,0,169,6,1100,7,45,1,91.1
5/11/2023,Albany,7,6,Westernize,58,68.34999976,6,Austin Galati,21,Josh Brown,0,225,6,1100,7,40,9,60.50000048
5/11/2023,Albany,7,7,Starauthoress,57,70.65416645,2,J Whiting,7.5,P C Western,0,344,6,1100,7,33,5,70.2
5/11/2023,Albany,7,8,Does He Know,56,55.44583377,10,Victora Corver,14,Samantha Shirley,0,287,8,1100,4,8,6,68.90000048
5/11/2023,Albany,7,9,Frantic War,56,69.15000026,1,Jade Mc Naught,7,M L Lane,1,11,7,1100,4,15,2,79.4
5/11/2023,Albany,7,10,Vonsnip,55.5,75.75624984,3,Natasha Faithfull,4.400000095,Samantha Faithfull,0,175,4,1100,4,15,4,71.00000048
5/11/2023,Goulburn,1,2,Egyptologist,57.5,NULL,9,Zac Lloyd,2.200000048,J A O'Shea,0,NULL,NULL,1600,3,0,3,72.22499998
5/11/2023,Goulburn,1,3,La Sagrada,57.5,54.08214323,4,S Guymer,8.5,Robert Quinn,1,15,9,1600,4,10,2,72.39687502
5/11/2023,Goulburn,1,4,Excellor,56.5,57.76666632,1,Reece Jones,26,P & P Snowden,2,29,7,1600,3,2,8,62.14375033
5/11/2023,Goulburn,1,5,Outcast Girl,56,64.26785719,2,Deanne Panya,9,M C Conners,1,19,4,1600,3,6,4,69.47812492
5/11/2023,Goulburn,1,6,Queen Of Drama,56,70.828125,8,Ms K O'Hara,10,J C Coyle,3,15,2,1600,3,3,6,64.83749984
5/11/2023,Goulburn,1,7,Razella,56,70.65624999,5,Ms L Day,5,Stephen O'Halloran,2,15,3,1600,3,6,5,68.9625
5/11/2023,Goulburn,1,8,Shisuta Bo,55.5,61.38214295,7,Amy Mc Lucas,8.5,Richard Litt,1,21,2,1600,3,2,9,54.46875033
5/11/2023,Goulburn,1,9,Alpine Kandy,55,62.71923077,6,Jett Stanley,17,Annabel Neasham,2,20,7,1600,3,2,1,71.6
5/11/2023,Goulburn,1,10,Gilded Crown,55,67.65,3,J Ford,151,Luke Musson,8,15,7,1600,7,22,7,61.2875
5/11/2023,Goulburn,2,1,Bellman,57,73.27499971,2,Olivia Chambers,4.800000191,Matthew Dale,4,15,9,1600,5,15,2,73.26874996
5/11/2023,Goulburn,2,2,More Mischief,59,72.6,5,Ms K O'Hara,3.5,Ms A Turner,9,49,1,1600,4,17,6,63.52500033
5/11/2023,Goulburn,2,4,Moritz Girl,57.5,70.765625,6,A B Collett,2.599999905,Annabel Neasham,3,38,4,1600,3,4,3,70.74687508
5/11/2023,Goulburn,2,5,Fairness Is Best,57,74.1,3,Ms L Day,8,Pat Murphy,3,17,1,1600,5,9,5,66.04999967
5/11/2023,Goulburn,2,6,Les Goh,54,69.16071391,1,Jake Barrett,14,B Joseph & P & M Jones,2,16,8,1600,5,16,4,66.39999992
5/11/2023,Goulburn,2,8,King Of Hearts,56,70.79375016,4,K S Latham,9.5,Craig Carmody,3,33,4,1600,6,28,1,73.5
5/11/2023,Goulburn,2,9,Mr Cantankerous,53.5,37.59999869,7,B Panya,101,Ms A Turner,0,90,10,1600,7,30,7,56.03125
5/11/2023,Goulburn,3,1,Nic's Hero,59.5,72.025,5,Holly Durnan,18,G J Colvin,12,8,4,1600,6,36,8,62.11249967
5/11/2023,Goulburn,3,2,Knights Armour,61,73.35277778,4,M Heagney,4.800000191,Ross Lavis,11,11,7,1600,5,15,3,72.07812492
5/11/2023,Goulburn,3,4,Lawyer's Delight,59,72.57777763,7,Hannah Williams,4,Danielle Seib,3,15,4,1600,6,12,7,67.21250016
5/11/2023,Goulburn,3,5,Lumber Dream,59,69.43749984,1,M A Cahill,12,R T Waters,2,16,5,1600,6,24,4,70.30625008
5/11/2023,Goulburn,3,6,Nullify,58.5,67.94642838,8,Nick Heywood,7.5,Matthew Dale,10,16,7,1600,5,30,5,68.53125016
5/11/2023,Goulburn,3,7,Outahand,57,67.8,6,S Guymer,12,Ms E Longmire,7,22,6,1600,9,38,1,71.8
5/11/2023,Goulburn,3,8,Reet Petite,55,65.1,2,Jack Martin,4,K R Dryden,2,16,1,1600,4,2,2,68.13749992
5/11/2023,Goulburn,3,9,Nothing's Sacred,55,69.73333342,3,J Ford,7,Ben Blay,2,13,3,1600,6,28,6,64.52812508
5/11/2023,Goulburn,4,2,Big Ray,59,59.65000013,3,Ms J Drury,8.5,T R Martin,2,7,4,1200,4,2,7,55.85
5/11/2023,Goulburn,4,3,Juke Box Jimmy,57.5,60.10416689,10,B Panya,26,Tash Burleigh,0,335,7,1200,4,1,9,20.73333508
5/11/2023,Goulburn,4,4,Laguna Seca,59,65.75416667,4,Ms R Freeman-Key,10,Ms L Davies,1,17,3,1200,4,3,2,66.39166672
5/11/2023,Goulburn,4,6,Big Opinion,57.5,62.20833333,8,D R Beasley,5,Matthew Dale,1,17,4,1200,3,1,4,62.67083333
5/11/2023,Goulburn,4,7,Sheetice,57.5,64.18461498,1,A Hyeronimus,1.950000048,T R Martin,4,18,5,1200,3,7,6,57.6291671
5/11/2023,Goulburn,4,8,Sturn Words,57.5,NULL,2,Q Krogh,21,B Joseph & P & M Jones,0,NULL,NULL,1200,3,0,1,68.4
5/11/2023,Goulburn,4,9,Shrimp,57,57.50416689,9,Ms K Nisbet,51,Natalie Jarvis,2,17,6,1200,4,6,11,7.500000874
5/11/2023,Goulburn,4,10,Starspangle Planet,57,48.285148,7,J Ford,21,Pat Murphy,1,17,6,1200,4,7,8,28.12500087
5/11/2023,Goulburn,4,11,Tokyo Ice,57,NULL,5,Damon Budler,15,L T Hodgson,0,NULL,NULL,1200,5,0,3,64.33333328
5/11/2023,Goulburn,4,12,Maybe Maureen,55.5,NULL,6,A B Collett,21,Scott Collings,0,NULL,NULL,1200,3,0,10,6.529168415
5/11/2023,Goulburn,4,13,Plucky Ducky,56,55.67083311,11,S Guymer,41,Pat Murphy,1,17,7,1200,3,2,5,57.57500044
5/11/2023,Goulburn,5,1,Mittata,59,76.2,2,Holly Durnan,4.800000191,Ms E Longmire,1,33,1,1200,6,22,3,73.07916661
5/11/2023,Goulburn,5,2,Well In Sight,61,69.63913032,5,A B Collett,10,Mitchell Beer,3,41,3,1200,5,14,4,65.74166667
5/11/2023,Goulburn,5,3,Almost Persuaded,57.5,65.06616894,3,Ms C Keatings,16,Rob Potter,0,135,9,1200,6,21,5,61.33750044
5/11/2023,Goulburn,5,4,London Gal,59,74.15384614,6,Nick Heywood,4.400000095,Scott Collings,0,205,4,1200,6,22,2,73.30833333
5/11/2023,Goulburn,5,7,Shalook,58,73.12083322,4,R Downey,7,Mitchell Beer,1,24,5,1200,4,13,6,36.75833246
5/11/2023,Goulburn,5,8,Yendy,55,65.6,1,Ms L Day,2.299999952,C Maher & D Eustace,1,21,1,1200,3,1,1,72.4
5/11/2023,Goulburn,6,1,Oh Golly Gosh,61.5,67.67142876,6,K S Latham,9,Jason & Lucy Attard,5,11,8,1300,6,21,2,80.80769228
5/11/2023,Goulburn,6,2,California Grass,58,81.05000004,7,Reece Jones,18,John Thompson,0,144,4,1300,4,6,7,64.89230769
5/11/2023,Goulburn,6,3,Mosgold,55,76.55416667,4,B Panya,2.25,Tash Burleigh,2,22,3,1300,4,9,1,77.3
5/11/2023,Goulburn,6,4,Underground Music,56,72.2961539,3,Rachel King,7,Mitchell Beer,2,22,4,1300,7,15,4,73.44615375
5/11/2023,Goulburn,6,6,Flic En Flac,55.5,62.11388918,2,Zac Lloyd,2.599999905,C Maher & D Eustace,0,155,12,1300,4,3,3,75.58461538
5/11/2023,Goulburn,6,8,Denarau,55,62.4999993,5,A B Collett,26,Danielle Seib,0,344,8,1300,5,6,5,68.62692328
5/11/2023,Goulburn,6,9,Thida,53,67.64999987,1,Olivia Chambers,61,Geoffrey Crothers,4,7,5,1300,4,7,6,65.54615344
5/11/2023,Goulburn,7,1,Flying Crazy,61,82.84999967,11,K Jennings,15,M W & J Hawkes,4,15,9,1400,5,25,8,82.68571466
5/11/2023,Goulburn,7,4,Looks Like Elvis,57.5,77.73750016,5,Brock Ryan,26,J M Austin,4,15,8,1400,9,67,11,72.42142857
5/11/2023,Goulburn,7,5,Another One,57,85.17499993,1,D R Beasley,7.5,G J Colvin,0,155,9,1400,6,26,3,83.02142838
5/11/2023,Goulburn,7,8,Pizarro,54,82.99999956,10,Zac Lloyd,5,J A O'Shea,3,15,7,1400,5,19,6,79.63928553
5/11/2023,Goulburn,7,9,Grebeni,54,86.07307682,3,K Mc Evoy,2.150000095,G Ryan & S Alexiou,1,22,10,1400,4,11,1,87.3
5/11/2023,Goulburn,7,10,Phearson,54,73.87916623,8,Jean Van Overmeire,7.5,Brad Widdup,1,36,12,1400,6,12,2,86.5142857
5/11/2023,Goulburn,7,11,Major Artie,54,75.84166645,2,Reece Jones,18,Richard & Will Freedman,1,15,11,1400,6,26,9,76.1035718
5/11/2023,Goulburn,7,14,Floating,54,11.6,7,Rachel King,16,Matthew Smith,0,161,14,1400,5,14,10,74.33571447
5/11/2023,Goulburn,7,15,Al Mah Haha,54,78.27500037,4,Ms K O'Hara,26,Tash Burleigh,2,22,11,1400,9,45,4,80.03214276
5/11/2023,Goulburn,7,16,Bluff 'n' Bluster,54,84.7142857,9,Ms L Day,41,J C Coyle,5,34,2,1400,7,47,7,78.2642859
5/11/2023,Goulburn,7,17,Vainstream,52,NULL,12,Olivia Chambers,201,Geoffrey Crothers,5,36,8,1400,9,45,5,78.43214276
5/11/2023,Goulburn,7,18,His Honour,54,73.1,6,Molly Bourke,201,Becky Wheeler,2,30,1,1400,4,3,12,69.03214248
5/11/2023,Goulburn,8,1,Futtaim,62.5,66.7,7,K Jennings,6.5,M W & J Hawkes,0,120,1,1400,4,3,5,64.56428553
5/11/2023,Goulburn,8,3,Ritzytwenties,59,72.43333328,1,A Hyeronimus,1.700000048,G Waterhouse & A Bott,1,24,3,1400,3,4,1,76.3
5/11/2023,Goulburn,8,5,Donegal Lights,57.5,67.22916678,3,A J Calder,10,P & M Cave,1,16,5,1400,5,15,2,74.3142857
5/11/2023,Goulburn,8,7,Trendy Lass,57,62.44230789,6,Brock Ryan,8,C Maher & D Eustace,1,26,5,1400,4,3,4,67.03928553
5/11/2023,Goulburn,8,8,Choisir's Choice,56.5,70.88333344,2,Ms K O'Hara,11,Ms A Turner,2,24,6,1400,5,10,3,71.15714281
5/11/2023,Goulburn,8,10,Hold,55,66.65833322,4,Ms K Nisbet,11,John Nisbet,2,16,4,1400,3,3,7,51.88571391
5/11/2023,Goulburn,8,11,Yarraville,55,63.98214323,5,Jean Van Overmeire,31,A J Cummings,4,22,12,1400,3,4,6,52.67142932
5/11/2023,Innisfail,1,1,Smart Bee,60,NULL,3,Ms L Morrison,41,John Kilroy,1,15,9,1200,4,1,10,50.9125
5/11/2023,Innisfail,1,2,Super Twenty Three,59,65.125,8,R Wiggins,1.450000048,S Massingham,5,30,2,1200,5,10,1,67.3
5/11/2023,Innisfail,1,3,Another Jack,58.5,NULL,10,M A Butler,12,Matthew McGuire,4,15,5,1200,4,5,4,62.08750022
5/11/2023,Innisfail,1,4,Fanciful Mr Fox,58,56.57499974,1,A Layt,6.5,Michael Geaney,3,30,7,1200,4,11,3,62.37500011
5/11/2023,Innisfail,1,5,Out Of Sight,57.5,62.14999987,7,Ms C Jokic,11,S J Royes,2,8,4,1200,4,2,2,64.95416667
5/11/2023,Innisfail,1,6,Steel Grit,57,NULL,6,M Abe,21,Trevor & Peter Rowe,2,15,8,1200,3,6,6,56.07500044
5/11/2023,Innisfail,1,7,Alontro,55.5,29.55416492,2,N Thomas,31,Trevor & Peter Rowe,0,91,14,1200,5,16,9,49.60416667
5/11/2023,Innisfail,1,8,Great Survey,56,NULL,5,J Felix,51,Allan Holmes,4,22,2,1200,5,11,5,57.10833311
5/11/2023,Innisfail,1,9,Imperium,55,63.19999974,9,J L Taylor,12,Michael Geaney,11,8,5,1200,5,14,7,53.7875
5/11/2023,Innisfail,1,10,Madonnacan'tsing,55,NULL,4,Gabrielle Semmens,101,David Reynolds,2,15,11,1200,5,5,8,50.35
5/11/2023,Innisfail,2,1,Nazorian,58,NULL,2,Jenna Edwards,5.5,Ms J Ryan,3,22,1,900,3,8,2,62.89444444
5/11/2023,Innisfail,2,2,Betta Al,59,71,5,Ms L Morrison,3.900000095,A R Bailey,0,57,1,900,3,4,6,54.83333333
5/11/2023,Innisfail,2,3,Elie Joe,55.5,64.96190501,8,M A Butler,2.700000048,L E Smerdon,7,17,5,900,3,8,1,61.2
5/11/2023,Innisfail,2,4,Average Jane,55,NULL,4,S Sheargold,5,Georgina Bourke,0,170,0,900,3,8,4,52.54999985
5/11/2023,Innisfail,2,6,False Story,55,NULL,6,N Thomas,101,F J Wieland,1,15,11,900,3,1,8,39.41111111
5/11/2023,Innisfail,2,7,Jazz Worthy,55,61.8400001,1,Isabella Teh,11,Robert Kirkwood,0,146,4,900,3,7,7,51.63333333
5/11/2023,Innisfail,2,8,Little Lover,55,NULL,7,Adam Sewell,101,Maria Potiris,1,15,4,900,3,2,3,53.46666638
5/11/2023,Innisfail,2,9,Shere Khan,55,61.65263158,3,J L Taylor,10,Scott Cooper,0,58,2,900,3,1,5,52.24444459
5/11/2023,Innisfail,3,1,Toto,60,76.6,3,Ms L Morrison,3,G R Hughes,2,17,1,900,7,25,3,74.17222237
5/11/2023,Innisfail,3,2,Boho Beauty,59.5,65.63333311,4,R Wiggins,2.400000095,S Massingham,0,81,12,900,5,17,1,80.8
5/11/2023,Innisfail,3,3,Macedon Flyer,59.5,58.60000105,9,Ms N Nelson,31,Ngarie Nelson,3,24,8,900,6,29,7,67.35555526
5/11/2023,Innisfail,3,4,Don't Tell Leeanne,59,67.74615344,8,A Layt,11,Stephen Bush,0,99,8,900,4,14,2,77.34444444
5/11/2023,Innisfail,3,5,Strategist,57.5,NULL,5,Adam Sewell,13,Ms J Ryan,6,22,6,900,6,29,5,67.8944443
5/11/2023,Innisfail,3,6,Tango And Cash,57.5,75.6,6,Ms G Mc Donnell,7,S Massingham,0,77,1,900,5,11,6,66.36666725
5/11/2023,Innisfail,3,7,Nebaraz,57,74.3400001,7,J L Taylor,21,S Massingham,0,274,4,900,7,24,4,71.46666638
5/11/2023,Innisfail,3,8,Ovoid,56,48.82000084,1,N Thomas,41,Trevor & Peter Rowe,0,78,12,900,5,17,8,59.05555614
5/11/2023,Innisfail,3,9,Neutralize,55,63.99999974,2,Jenna Edwards,21,R J Miller,1,37,9,900,5,16,9,39.92222281
5/11/2023,Innisfail,4,1,Vivenzo,60,NULL,5,J Felix,18,Michael Morrison,6,15,1,1500,6,34,4,85.64999991
5/11/2023,Innisfail,4,2,Night Guy,56.5,72.65357143,7,Gabrielle Semmens,61,David Reynolds,3,8,6,1500,7,44,7,70.1999993
5/11/2023,Innisfail,4,3,Realeza,58.5,73.6857141,1,Ms C Jokic,11,S J Royes,2,8,8,1500,7,31,2,85.18333342
5/11/2023,Innisfail,4,4,Savvy Sovereign,58.5,NULL,9,A Layt,14,Matthew McGuire,4,15,6,1500,5,22,6,75.09999965
5/11/2023,Innisfail,4,5,Thanks To You,58.5,82.1,2,Ms L Morrison,1.5,O Chillemi,4,30,1,1500,7,22,1,89.4
5/11/2023,Innisfail,4,6,Tycoon Beau,58.5,79.91785714,4,M Abe,6,S Massingham,5,30,2,1500,6,19,3,84.63333351
5/11/2023,Innisfail,4,7,Golden Gorge,57,NULL,3,R Wiggins,10,S Massingham,8,15,6,1500,7,34,5,77.2
5/11/2023,Innisfail,4,8,Awe,55.5,75.99642848,8,Adam Sewell,26,Michael Geaney,2,30,5,1500,5,18,9,55.1000007
5/11/2023,Innisfail,4,9,The Beat Goes On,55.5,62.44999971,6,N Thomas,101,Trevor & Peter Rowe,0,117,7,1500,5,29,8,67.56666597
5/11/2023,Innisfail,5,1,Bakersfield,62,63.6,9,J L Taylor,3,F J Wieland,6,30,1,1200,4,9,2,76.24166666
5/11/2023,Innisfail,5,2,Boomed,60.5,74.89999998,5,Ms L Morrison,2.599999905,O Chillemi,2,30,2,1200,5,31,1,75.5
5/11/2023,Innisfail,5,3,Picton,60.5,71.275,2,S Sheargold,10,Stephen Bush,11,24,6,1200,7,60,5,67.25000022
5/11/2023,Innisfail,5,5,Duyfken,58.5,NULL,8,M A Butler,20,M A Dale,7,15,3,1200,5,24,3,72.52499995
5/11/2023,Innisfail,5,6,Impeacher,58,62.93333298,6,R Wiggins,14,Scott Cooper,0,57,9,1200,5,24,6,64.33333333
5/11/2023,Innisfail,5,7,Ramblin' Man,58,NULL,7,Ms C Jokic,20,Trevor & Peter Rowe,1,22,6,1200,7,47,10,49.8958329
5/11/2023,Innisfail,5,8,Merry Old Soul,57.5,NULL,3,A Layt,21,Sharlee Hoffman,1,15,8,1200,5,10,8,59.35
5/11/2023,Innisfail,5,9,Fudging,57,51.48461619,4,Tessa Townsend,41,M Adornetto,12,8,13,1200,7,36,7,60.09583333
5/11/2023,Innisfail,5,10,Modern Legend,56.5,NULL,1,,17,Ms J Ryan,7,36,5,1200,5,22,9,56.25833333
5/11/2023,Innisfail,5,11,Haneda,55.5,NULL,10,Adam Sewell,8.5,Maria Potiris,4,15,2,1200,7,28,4,67.83333328
5/11/2023,Innisfail,6,1,Bellevita,60.5,NULL,11,N Thomas,31,Trevor & Peter Rowe,9,22,5,1200,7,45,10,46.36250044
5/11/2023,Innisfail,6,2,Cogent,60.5,70.49782457,1,R Wiggins,9.5,S Massingham,0,204,7,1200,6,26,11,35.3625
5/11/2023,Innisfail,6,3,Premium Star,60.5,NULL,5,G D Kliese,2.150000095,A R Bailey,7,15,1,1200,4,13,7,63.32083344
5/11/2023,Innisfail,6,4,Guapo,56.5,65.47500052,2,Jenna Edwards,9.5,R J Miller,3,30,6,1200,5,12,1,63.1
5/11/2023,Innisfail,6,5,Hello Newman,58.5,NULL,4,M A Butler,4.199999809,M A Dale,6,15,4,1200,4,9,5,62.63750005
5/11/2023,Innisfail,6,6,Hypothesize,58,41.36666754,6,Ms C Jokic,41,Troy Clive,2,30,8,1200,4,14,2,63.84166666
5/11/2023,Innisfail,6,7,Reliable Witness,58,58.45416623,8,Adam Sewell,11,Robert Kirkwood,0,170,4,1200,3,3,6,61.77916661
5/11/2023,Innisfail,6,8,Bells Approaching,57,NULL,10,Ms G Mc Donnell,41,M Adornetto,10,15,11,1200,7,32,4,61.89583336
5/11/2023,Innisfail,6,9,Wong Way,57,NULL,7,N Bin Yadi,19,M A Dale,4,15,5,1200,5,9,3,62.58333332
5/11/2023,Innisfail,6,10,Rose Of Athens,56,NULL,9,S Wilson,15,Scott Cooper,4,15,4,1200,6,34,8,49.86666689
5/11/2023,Innisfail,6,11,Missa Stitch,55,NULL,3,J L Taylor,41,F J Wieland,4,29,6,1200,4,12,9,46.08749978
5/11/2023,Innisfail,7,1,Silent Explorer,63,NULL,4,M Abe,5.5,S Massingham,4,15,1,1200,8,52,1,86.9
5/11/2023,Innisfail,7,2,Prime Ruler,58,NULL,7,Lauren Guernier,8,F J Wieland,8,15,8,1200,6,22,4,81.75416667
5/11/2023,Innisfail,7,3,Yes Dream,62,NULL,8,G D Kliese,3.700000048,Michael Lee,6,15,3,1200,5,19,2,85.64166666
5/11/2023,Innisfail,7,4,Bold Type,58.5,NULL,3,R Wiggins,3.599999905,S Massingham,3,15,2,1200,8,51,7,71.15416623
5/11/2023,Innisfail,7,5,Brilliant Mind,57,NULL,5,N Bin Yadi,9.5,S Massingham,2,15,4,1200,8,44,6,76.82916678
5/11/2023,Innisfail,7,7,Bonython,55,NULL,2,N Thomas,11,Sharlee Hoffman,8,22,3,1200,6,31,5,79.12499995
5/11/2023,Innisfail,7,8,Big Flash,55,NULL,1,S Wilson,10,Scott Cooper,3,15,3,1200,6,24,8,68.12499978
5/11/2023,Innisfail,7,9,Yulong Boom,55,NULL,6,Ms L Morrison,14,Trevor & Peter Rowe,14,22,7,1200,7,50,3,79.81249997
5/11/2023,Innisfail,8,1,Always Written Off,60,NULL,11,A Layt,3.299999952,A G Malliff,5,22,1,1500,5,23,1,73.8
5/11/2023,Innisfail,8,2,Barmera,60,NULL,2,Ms C Jokic,11,Ms J Ryan,4,15,7,1500,5,12,6,69.76666658
5/11/2023,Innisfail,8,4,Conquering Judas,58.5,68.51506849,10,R Wiggins,31,G R Hughes,2,24,2,1500,7,57,10,63.43333333
