Date,Track,RaceNumber,HorseNumber,HorseName,Weight,RSRLastRun,Barrier,Jockey,Odds,Trainer,RunsFromSpell,DaysSinceLastRun,LastStartFinishPosition,Distance,Age,Starts,FinishPosition,RSR 
7/11/2023,Flemington,9,8,La Danseuse Rouge,56,89.29166672,3,Damian Lane,4.800000191,C I Brown,2,24,3,1400,4,11,6,84.26428581
7/11/2023,Flemington,9,9,Cardigan Queen,55,88.14583339,6,M J Dee,12,C Maher & D Eustace,3,24,4,1400,5,18,8,82.48214295
7/11/2023,Flemington,9,10,Belle Et Riche,55,88.96428581,13,Jordan Childs,8.5,Mitchell Freedman,4,31,6,1400,5,14,11,79.92857162
7/11/2023,Flemington,9,13,Sanstoc,55,71.0333329,9,T Marquand,16,J A O'Shea,3,17,12,1400,5,13,13,67.55357218
7/11/2023,Flemington,9,17,Forbidden City,55,80.23571429,4,W Egan,31,P G Moody & Katherine Coleman,2,18,2,1400,5,19,3,86.41071426
7/11/2023,Flemington,9,18,Foxy Cleopatra,55,78.20000029,5,Tim Clark,31,T Busuttin & N Young,0,369,7,1400,4,4,2,86.60714285
7/11/2023,Flemington,9,19,Tajneed,55,81.71249967,7,K Mc Evoy,41,P & P Snowden,1,24,8,1400,4,8,12,67.94642895
7/11/2023,Flemington,10,2,Inver Park,60,80.35416623,3,J P Spencer,13,K A Lees,4,24,11,1400,6,22,16,61.88571504
7/11/2023,Flemington,10,3,Chicago Storm,59,86.2,5,M Zahra,15,D B Aldridge,5,11,1,1400,5,18,9,85.05000037
7/11/2023,Flemington,10,4,Imperial Lad,58.5,67.57500087,6,Teodore Nugent,101,J F Moloney,1,13,11,1400,7,51,10,83.27499981
7/11/2023,Flemington,10,5,Ulysses,58.5,81.73333333,10,J Mott,101,Julius Sandhu,5,37,6,1400,7,40,14,78.95357162
7/11/2023,Flemington,10,6,Bermadez,58,73.15000057,13,D Oliver,11,M D Moroney,0,101,7,1400,7,25,2,90.92857141
7/11/2023,Flemington,10,7,Dubai Poet,56,85.77857133,4,Damian Lane,11,A & S Freedman,3,37,7,1400,5,13,5,86.77500019
7/11/2023,Flemington,10,8,Rise Of The Masses,56,90.69285733,14,Z Purton,7,G Waterhouse & A Bott,2,24,4,1400,4,10,12,80.88214304
7/11/2023,Flemington,10,9,Saint Bathans,56,81.16944481,12,B Melham,91,Andrew Forsman,1,20,9,1400,5,20,11,81.07857143
7/11/2023,Flemington,10,10,Soldier Of Love,56,NULL,11,Madison Lloyd,151,Nathan Hobson,2,17,3,1400,8,43,15,63.20357068
7/11/2023,Flemington,10,11,Beehunter,55.5,82.42500033,7,Jamie Kah,31,J D Sadler,0,129,14,1400,7,39,13,79.10714248
7/11/2023,Flemington,10,12,Lafargue,55.5,92.9,8,W Egan,8,D T O'Brien,3,13,1,1400,5,22,8,83.82142838
7/11/2023,Flemington,10,13,Pascero,55.5,85.7857141,16,John Allen,51,T Busuttin & N Young,8,37,8,1400,5,19,1,90.5
7/11/2023,Flemington,10,14,Robusto,55,82.20416689,1,J B Mc Donald,9,C J Waller,1,17,5,1400,4,18,7,84.99285733
7/11/2023,Flemington,10,15,Substantial,55,87.07152782,15,B Shinn,16,P & P Snowden,1,20,3,1400,6,14,6,85.3857141
7/11/2023,Flemington,10,16,Chorlton Lane,54.5,85.86785719,9,Craig Williams,4.199999809,C Maher & D Eustace,5,45,3,1400,4,7,3,87.53928567
7/11/2023,Flemington,10,17,Tonneofgrit,54.5,89.20357143,2,Jordan Childs,10,M W & J Hawkes,0,136,2,1400,5,17,4,85.77142857
7/11/2023,Geraldton,1,1,Holy Spy,58,73.89583336,9,P Knuckey,3.200000048,W R Parker,3,11,2,1200,5,11,2,73.06666664
7/11/2023,Geraldton,1,2,Viking Forever,58,65.73468081,6,Jerry Noske,21,B P Newnham,1,33,7,1200,5,10,6,66.87916667
7/11/2023,Geraldton,1,3,Frost David,55,70.94999993,5,Rosie Mahony,26,Ms K Craig,1,17,2,1200,5,11,7,63.56249978
7/11/2023,Geraldton,1,4,Where's My Lunch,58,70.22916678,8,Ms J Gray,8.5,R B Martin,1,11,4,1200,5,5,1,74.9
7/11/2023,Geraldton,1,5,Navy Sun,58,54.18749956,2,C Nicoll,101,R K Cowl,1,11,12,1200,4,7,10,63.44166667
7/11/2023,Geraldton,1,6,Glyda,58,57.57500037,3,B Banovic-Edwards,15,T R Clancy,0,439,11,1200,5,4,8,65.73333333
7/11/2023,Geraldton,1,8,Kinky Boots,56,70.97500011,10,Ms L Bivemark,18,C L Wendt,0,193,3,1200,6,5,3,71.46666664
7/11/2023,Geraldton,1,9,Mooniemia,56,65.92857162,7,Natasha Faithfull,3.799999952,Ms J Martin,2,11,4,1200,3,3,5,66.19583355
7/11/2023,Geraldton,1,10,Cable Girl,53,63.18664213,1,Zephen Johnston-Porter,4.400000095,A G Durrant,1,12,10,1200,4,3,9,60.1291671
7/11/2023,Geraldton,1,11,No Hands,56,33.26250087,4,T Turner,12,G M Sorensen,0,297,7,1200,3,1,4,66.88333344
7/11/2023,Geraldton,1,12,Calico's Girl,54,7.624997902,11,W R Davis,91,T R Clancy,0,125,10,1200,3,3,11,52.67916623
7/11/2023,Geraldton,2,1,You Can Tell Me,58,61.37916661,6,Natasha Faithfull,5.5,J H Reynolds,3,9,2,1400,6,11,7,51.74642895
7/11/2023,Geraldton,2,2,Return To Oz,58,69.75624984,3,B Banovic-Edwards,21,T R Clancy,0,922,6,1400,7,10,9,50.175
7/11/2023,Geraldton,2,3,Jimmy Seven,58,54.16666649,10,Ms J Gray,91,P R Bland,2,31,5,1400,5,15,5,60.58571466
7/11/2023,Geraldton,2,4,Hillside Horace,58,72.80357143,11,Ms L Bivemark,1.700000048,A P Scally,2,11,2,1400,4,2,3,69.42500002
7/11/2023,Geraldton,2,5,The Koolmint Kid,58,53.16071354,9,C Nicoll,81,R K Cowl,3,11,6,1400,5,12,4,61.56785752
7/11/2023,Geraldton,2,6,Six Hundy,58,61.06249956,5,W R Davis,51,Malcolm Mackenzie,1,11,9,1400,4,5,10,33.28214211
7/11/2023,Geraldton,2,7,Ngarbi,58,-5.783330536,4,P Knuckey,91,A W Maley,1,31,9,1400,4,1,11,8.139286464
7/11/2023,Geraldton,2,8,Random Rewards,56,52.17857068,7,Jerry Noske,10,M H Wallace,2,11,7,1400,5,10,1,69.2
7/11/2023,Geraldton,2,9,Double Ginger,56,64.49999956,1,T Turner,10,R K Cowl,3,11,7,1400,4,8,6,50.73571504
7/11/2023,Geraldton,2,10,Special Plan,55,65.15714267,8,Rosie Mahony,8,G W Hammarquist,2,11,5,1400,4,4,2,67.81071426
7/11/2023,Geraldton,2,11,Official Secret,53,NULL,2,Zephen Johnston-Porter,21,A G Durrant,1,23,0,1400,4,1,8,46.76428609
7/11/2023,Geraldton,3,1,Speed Bubble,58.5,62.97187467,1,Zephen Johnston-Porter,4.400000095,A G Durrant,4,11,9,1400,4,10,1,75.8
7/11/2023,Geraldton,3,2,Circus Star,59.5,72.33928553,7,Jerry Noske,10,Ms K Craig,1,17,2,1400,5,11,5,67.1714282
7/11/2023,Geraldton,3,3,Ouqburra,59.5,70.35000024,4,P Knuckey,6,W R Parker,2,11,7,1400,5,15,7,61.86785714
7/11/2023,Geraldton,3,4,Vanman,59.5,64.69999976,8,Ms S Altieri,12,A P Scally,1,11,10,1400,6,23,6,63.04642838
7/11/2023,Geraldton,3,5,Juruena Gold,59,69.60000006,9,C Nicoll,3,G B Spowart,1,23,4,1400,4,13,2,75.80714285
7/11/2023,Geraldton,3,6,Cape Pride,58.5,65.03437516,5,W R Davis,21,Malcolm Mackenzie,19,11,7,1400,5,23,4,67.55000037
7/11/2023,Geraldton,3,7,Sanabeau,58.5,63.1,3,T Turner,4.599999905,R K Cowl,1,23,10,1400,5,6,3,75.0142857
7/11/2023,Geraldton,3,9,Datalka,54,57.96785639,6,B Banovic-Edwards,21,A J Voigt,1,11,10,1400,6,40,9,55.30714211
7/11/2023,Geraldton,3,10,Hotorio,54,71.47142857,2,Natasha Faithfull,41,Ms C Godden,7,9,3,1400,4,19,8,57.07500037
7/11/2023,Geraldton,4,1,What A Prince,62,62.8125,5,Jerry Noske,7.5,B P Newnham,0,80,6,1100,6,20,1,82.1
7/11/2023,Geraldton,4,3,Skipping Digits,60.5,69.35,8,C Nicoll,15,G B Spowart,1,11,9,1100,5,9,10,58.65000095
7/11/2023,Geraldton,4,4,Bold Prophet,59.5,71,7,Ms S Altieri,14,Ms J Martin,3,11,6,1100,5,29,9,60.59999952
7/11/2023,Geraldton,4,5,Pop The Moet,58.5,66.9,11,T Turner,8.5,R K Cowl,1,23,5,1100,6,31,5,69.3
7/11/2023,Geraldton,4,7,Just Got Paid,58,65.85000024,3,Natasha Faithfull,5.5,Ms J Martin,3,11,9,1100,4,15,4,69.40000012
7/11/2023,Geraldton,4,8,Primative,55,53.79999895,9,Rosie Mahony,9.5,G W Hammarquist,4,43,9,1100,5,18,8,57.50000024
7/11/2023,Geraldton,4,9,Yes Miss Jane,57.5,72.02916678,2,Ms L Bivemark,3.200000048,Ms R Macphilomey,1,23,8,1100,5,12,3,74.75
7/11/2023,Geraldton,4,10,La Patrona,57,67,1,P Knuckey,18,G G Tiver,0,100,6,1100,4,8,7,59.10000024
7/11/2023,Geraldton,4,11,Peppi Grove,57,72.05000012,4,W R Davis,9.5,Malcolm Mackenzie,1,11,2,1100,6,21,6,64.59999976
7/11/2023,Geraldton,4,12,Glass Off,52.5,67.65000012,6,Zephen Johnston-Porter,21,W R Parker,2,23,8,1100,6,31,2,72.99999994
7/11/2023,Geraldton,4,13,Hawk,57,81.2,10,Ms J Gray,26,Ms C Godden,20,9,1,1100,6,30,11,54.35
7/11/2023,Geraldton,5,1,Zeewijk,60,83.5,1,Ms J Gray,18,Ms C Godden,11,9,1,1200,6,37,7,69.09999956
7/11/2023,Geraldton,5,2,Alterno,59.5,73.45416645,2,B Banovic-Edwards,7.5,A J Voigt,1,23,9,1200,7,42,5,71.67916667
7/11/2023,Geraldton,5,3,Startthefriar,58,74.08928534,8,T Turner,9,Ms K Craig,4,11,6,1200,9,59,2,76.20833333
7/11/2023,Geraldton,5,4,Oristano,55,58.77499963,9,Rosie Mahony,14,G W Hammarquist,3,11,11,1200,7,24,9,55.0166671
7/11/2023,Geraldton,5,5,Significant Hero,57.5,77.12083344,3,Ms L Bivemark,5.5,A P Scally,1,23,4,1200,7,40,3,74.43333328
7/11/2023,Geraldton,5,6,Compak,56.5,79.65,10,W R Davis,7.5,Malcolm Mackenzie,14,11,2,1200,4,25,4,72.94583339
7/11/2023,Geraldton,5,7,Russian Sniper,52.5,79.7,7,Zephen Johnston-Porter,3.799999952,A G Durrant,5,11,1,1200,4,9,1,74.1
7/11/2023,Geraldton,5,8,Admiral Husson,54.5,75.05,4,Natasha Faithfull,5,K Backshall,3,11,4,1200,9,60,10,46.59583377
7/11/2023,Geraldton,5,9,Hell Raider,54,65.64999988,5,Jerry Noske,41,G B Delane,1,11,8,1200,6,29,11,40.00833421
7/11/2023,Geraldton,5,11,Mr Rossi,54,52.6,11,P Knuckey,91,R B Martin,1,11,11,1200,7,35,8,64.07083311
7/11/2023,Geraldton,5,12,Soaring Solo,54.5,48.95000095,6,C Nicoll,31,Cliff Howe,2,19,9,1200,3,9,6,67.22083322
7/11/2023,Geraldton,6,1,Albert,60,78.55714281,9,T Turner,4.599999905,A W Maley,5,11,2,1600,5,17,5,75.19999984
7/11/2023,Geraldton,6,2,Shabalala,59.5,71.67812492,7,Natasha Faithfull,12,Ms R Macphilomey,2,11,4,1600,5,19,8,71.01874934
7/11/2023,Geraldton,6,3,Dark Peak,58.5,72.48928534,11,Ms S Altieri,17,K R Anderson,2,11,7,1600,6,32,11,68.15624967
7/11/2023,Geraldton,6,4,Kazkazi,55.5,76.65624984,6,Zephen Johnston-Porter,6.5,Jordan Rolfe,11,3,5,1600,7,47,3,76.41250016
7/11/2023,Geraldton,6,5,Mystic Love,58,78.17142857,1,C Nicoll,4,G B Spowart,2,11,4,1600,7,19,7,70.67812434
7/11/2023,Geraldton,6,6,Uni Queen,55,79.7857141,2,Rosie Mahony,14,G W Hammarquist,2,11,5,1600,5,23,1,82.2
7/11/2023,Geraldton,6,7,Decoy Belle,57,77.68125,10,Ms J Gray,41,Ms C Godden,17,9,2,1600,7,26,12,66.6125
7/11/2023,Geraldton,6,8,Mombasa,56,78.56428581,12,P Knuckey,3.5,A P Scally,2,11,3,1600,6,15,2,80.421875
7/11/2023,Geraldton,6,9,Thunder Pro,55.5,72.48125,3,W R Davis,26,Sean Rains,4,11,2,1600,4,8,10,65.92812533
7/11/2023,Geraldton,6,10,Art Admirer,55,72.09642857,5,Ms L Bivemark,26,A P Scally,2,11,8,1600,7,54,6,68.27812434
7/11/2023,Geraldton,6,11,Bayhara,55,68.75624984,8,B Banovic-Edwards,51,R K Cowl,3,11,5,1600,4,5,4,75.49687484
7/11/2023,Geraldton,6,12,Friar's Gift,55,61.52500066,4,Jerry Noske,151,Jacquelyn Scott,20,9,6,1600,11,92,9,65.69999934
7/11/2023,Geraldton,7,1,Savage One,60.5,79.21250016,7,Zephen Johnston-Porter,4.199999809,A G Durrant,0,101,4,1400,6,26,6,79.88214304
7/11/2023,Geraldton,7,2,Bombay Style,62,73.25,11,Natasha Faithfull,9,Ms J Martin,3,11,7,1400,8,53,10,65.17142895
7/11/2023,Geraldton,7,3,Minus Looks,62,76.85000006,5,Jerry Noske,31,G B Delane,2,11,4,1400,10,75,9,73.81428534
7/11/2023,Geraldton,7,4,Passport,55,78.72083344,4,Rosie Mahony,8.5,G W Hammarquist,2,23,4,1400,6,29,8,71.35714323
7/11/2023,Geraldton,7,5,Heritage Sash,57,78.4458329,9,Ms S Altieri,101,Jacquelyn Scott,4,9,4,1400,8,56,11,49.77857143
7/11/2023,Geraldton,7,6,Chix Chatter,56,80.9,1,C Nicoll,15,G B Spowart,1,23,1,1400,6,27,7,72.94285677
7/11/2023,Geraldton,7,7,Be Seated,55,77.09999997,10,T Turner,12,R K Cowl,3,11,3,1400,6,28,3,82.35714281
7/11/2023,Geraldton,7,8,Westozi,55,81.01249997,2,W R Davis,9.5,A L Bowtell,2,23,2,1400,4,14,1,85.5
7/11/2023,Geraldton,7,10,Blue Cheyenne,54,76.89999986,6,B Banovic-Edwards,31,T R Clancy,0,205,11,1400,6,22,4,81.36071419
7/11/2023,Geraldton,7,11,Egg White,54,79.05000007,8,Ms L Bivemark,61,A P Scally,0,193,6,1400,6,28,5,75.6642859
7/11/2023,Geraldton,7,12,Patchwork,54,86.9,3,P Knuckey,2.450000048,W R Parker,3,11,1,1400,5,24,2,83.71785714
7/11/2023,Gold Coast Poly,1,1,Freedom Avenue,57,65.12142838,5,S Callow,19,M J Lakey,3,18,9,1540,5,25,6,66.32142857
7/11/2023,Gold Coast Poly,1,2,Hit 'em Up,57.5,65.60714286,6,Jag Guthmann-Chester,2.150000095,Adam Campton,5,10,2,1540,3,5,1,81.9
7/11/2023,Gold Coast Poly,1,3,Kaboom,55,71.95714267,4,Jai Williams,4.400000095,D J Hansen,5,25,5,1540,6,31,2,73.65
7/11/2023,Gold Coast Poly,1,6,Summer Star,56,NULL,7,M Cahill,5.5,Jason Edwards,14,17,1,1540,7,26,5,65.70000068
7/11/2023,Gold Coast Poly,1,7,Whistle Hoff,56,68.16666609,8,Ms C Eaton,11,Vic Heading,5,17,10,1540,6,31,9,57.30714218
7/11/2023,Gold Coast Poly,1,8,Jester Statement,55.5,50.50000078,9,Chris Meehan,31,Vishan Venkaya,23,6,6,1540,5,35,8,58.69285646
7/11/2023,Gold Coast Poly,1,9,Blue Velvet,55,71.48333342,2,W D'Avila,8,Ben Ahrens,3,24,7,1540,7,27,3,68.64999966
7/11/2023,Gold Coast Poly,1,10,Miss Antarctica,54,36.45000048,3,J L Taylor,81,J J Hubbard,1,17,9,1540,5,10,7,58.92142823
7/11/2023,Gold Coast Poly,1,11,Louvre Lil,54,66.28928534,1,A Spinks,41,Gary Thwaite,2,33,10,1540,6,28,4,64.6357136
7/11/2023,Gold Coast Poly,2,3,Lady Townson,58.5,67.95000007,4,Jag Guthmann-Chester,2.900000095,K A Lees,5,17,4,2000,4,12,1,74.6
7/11/2023,Gold Coast Poly,2,4,Fast Lady,56.5,75.1,2,M Cahill,1.799999952,K A Lees,3,17,1,2000,4,8,3,65.35000014
7/11/2023,Gold Coast Poly,2,5,Not A Fat Boy,55.5,62.90000007,6,Chris Meehan,26,Vishan Venkaya,10,7,5,2000,4,13,6,60.49999971
7/11/2023,Gold Coast Poly,2,6,Ngozi,54,57.7357136,1,S Callow,11,Marcus Wilson,2,10,5,2000,4,9,4,61.39999986
7/11/2023,Gold Coast Poly,2,7,Wandilla,54,67.60000014,3,A Spinks,17,L H Wheeler,4,17,5,2000,5,19,5,60.79999971
7/11/2023,Gold Coast Poly,2,8,Alaltun,54,71.79999998,5,W D'Avila,10,Amanda Park,6,17,2,2000,6,31,2,66.80000007
7/11/2023,Gold Coast Poly,3,5,Sea Of Qi,58,71.31428571,4,M Cahill,2.299999952,Ms T Timbery,4,24,3,1900,7,20,3,71.5
7/11/2023,Gold Coast Poly,3,6,Osaka Miss,55.5,67.04999971,1,S Callow,3.400000095,Marcus Wilson,4,10,3,1900,5,19,2,72.5
7/11/2023,Gold Coast Poly,3,7,Idling By,57,68.89999971,3,Jai Williams,2.599999905,G A Thornton,6,10,2,1900,6,37,1,75.2
7/11/2023,Gold Coast Poly,3,9,Evrynow'n'then,54.5,60.58333403,2,Ms C Eaton,31,Vic Heading,2,7,7,1900,7,75,4,65.7
7/11/2023,Gold Coast Poly,4,1,Lach's Hobby,59,NULL,3,Ms C Eaton,81,Vic Heading,0,NULL,NULL,1200,5,0,6,-9.20833683
7/11/2023,Gold Coast Poly,4,2,Seventies Hit,58.5,69.56666664,6,Jag Guthmann-Chester,2.700000048,Angela Plumb,1,24,2,1200,4,6,2,73.80833333
7/11/2023,Gold Coast Poly,4,3,Hulkamania,58,66.07500011,5,S Galloway,2.150000095,Adam Campton,1,24,3,1200,4,4,1,75.7
7/11/2023,Gold Coast Poly,4,4,Klang Boy,54.5,68.79457847,2,S Callow,4.400000095,Peter Robl,0,153,8,1200,4,4,3,64.87916667
7/11/2023,Gold Coast Poly,4,5,Volarchi,56.5,59.53809511,4,M Cahill,12,Adam Campton,2,17,4,1200,4,6,4,64.6458329
7/11/2023,Gold Coast Poly,4,6,Windy Wheels,54.5,NULL,1,Jai Williams,31,Rochelle Smith,2,10,4,1200,3,2,5,49.75416579
7/11/2023,Gold Coast Poly,5,1,Sawaiki,57,72.78846144,3,Jai Williams,6.5,J P Wallace,0,172,7,1200,10,45,5,78.9
7/11/2023,Gold Coast Poly,5,3,Uploads,58,69.58333377,4,M Cahill,8,Ms P Barron,9,17,6,1200,5,22,4,79.7
7/11/2023,Gold Coast Poly,5,4,Milliffe,55,69.46296296,6,S Callow,3.099999905,Marcus Wilson,6,12,3,1200,5,24,2,76.84166666
7/11/2023,Gold Coast Poly,5,6,Swanic Boom,56,60.27499948,2,Jag Guthmann-Chester,2.799999952,Indiana Turner,8,11,7,1200,5,26,3,72.37083333
7/11/2023,Gold Coast Poly,5,7,Midnight Boom,54,67.15357143,5,W D'Avila,5,Indiana Turner,1,5,4,1200,5,36,1,76.5
7/11/2023,Gold Coast Poly,5,8,Lyndall,54.5,64.84999943,1,S Galloway,31,Ms P Barron,0,248,5,1200,5,23,6,76.9
7/11/2023,Gold Coast Poly,6,2,Aventine Hill,57.5,46.452173,3,Chris Meehan,61,Vishan Venkaya,2,10,9,1540,4,3,6,2.728571429
7/11/2023,Gold Coast Poly,6,3,Lucky Jess,56.5,64.88571437,6,M Cahill,1.5,L D Kelly,3,10,4,1540,3,3,4,59.07142857
7/11/2023,Gold Coast Poly,6,4,Pig In The City,54.5,62.70000019,4,Jai Williams,12,Lane Sharrock,2,9,6,1540,3,2,2,61.04285714
7/11/2023,Gold Coast Poly,6,5,Anotherlovelyday,55.5,69.40714294,1,W D'Avila,9.5,Jon Walk,5,17,2,1540,4,5,3,60.95
7/11/2023,Gold Coast Poly,6,7,Magic Of Millo,52,68.31428571,5,S Callow,3.400000095,Angela Plumb,6,10,3,1540,3,15,1,64.4
7/11/2023,Gold Coast Poly,6,9,Ready Enable,54,61.80000034,2,Ms C Eaton,26,Ms T Timbery,8,10,6,1540,5,19,5,35.64285714
7/11/2023,Hobart,1,1,Capital Cheval,58.5,68.43749992,1,B Muhcu,6,Jessie Bazan,7,27,5,1390,4,8,1,80.1
7/11/2023,Hobart,1,2,Crafty Boss,58.5,73.23571429,3,D Pires,2.900000095,J L Keys,2,20,2,1390,4,3,2,75.54964038
7/11/2023,Hobart,1,3,Need An Escort,58.5,NULL,7,K Sanderson,61,J L Keys,0,NULL,NULL,1390,4,0,12,59.92014426
7/11/2023,Hobart,1,4,Rafael's Raid,54.5,65.53333302,13,Ryota Morimoto,51,J L Keys,1,51,7,1390,4,1,4,68.39280538
7/11/2023,Hobart,1,5,Thonatus,57,NULL,10,E Byrne Burke,21,Brendan McShane,0,NULL,NULL,1390,3,0,5,69.40359674
7/11/2023,Hobart,1,6,Falcula,56.5,53.04137931,6,Sigrid Carr,61,Sigrid Carr,0,107,10,1390,5,12,9,66.6294964
7/11/2023,Hobart,1,7,Gonna Be My Girl,56.5,NULL,2,M Ulucinar,81,J F Luttrell,0,NULL,NULL,1390,4,0,10,65.64028777
7/11/2023,Hobart,1,8,La Folie Douce,56.5,71.33333328,12,T Baker,6.5,Sarah Cotton,1,32,4,1390,4,6,13,56.341727
7/11/2023,Hobart,1,11,Sakura Hime,57,69.93703694,8,B Mc Coull,3.299999952,Yassy Nishitani,0,170,3,1390,4,5,6,69.40359674
7/11/2023,Hobart,1,12,Turf Puzzle,55,73.65000005,11,Ms T Johnstone,9.5,J L Keys,3,20,3,1390,4,3,3,70.37553957
7/11/2023,Hobart,1,13,Ella Dulcie,53.5,NULL,4,Chelsea Baker,51,J L Keys,0,NULL,NULL,1390,3,0,8,64.2294964
7/11/2023,Hobart,1,15,Lady Sarah,54.5,60.5875,5,Chloe Wells,61,Ms T Mollross,8,27,10,1390,6,12,7,65.42517948
7/11/2023,Hobart,1,19,Gee Gees Desert,52.5,68.36071429,9,Jackson Radley,81,J F Luttrell,3,20,11,1390,4,6,11,61.45107914
7/11/2023,Hobart,2,1,Buel,57,80.24285714,2,Ms T Johnstone,14,Sarah Cotton,0,191,4,1100,4,10,4,64.39999988
7/11/2023,Hobart,2,2,Freddy'sajetstar,58.5,67.55833355,4,E Byrne Burke,21,Adrian Duggan,0,121,7,1100,6,15,6,63.84999976
7/11/2023,Hobart,2,3,Mister Manihi,58.5,54.39999952,1,D Pires,10,J L Keys,0,173,11,1100,4,5,3,71.35000006
7/11/2023,Hobart,2,4,Whiz By,54.5,73.27916667,6,Jackson Radley,4.400000095,J K Blacker,15,11,4,1100,4,15,1,70.4
7/11/2023,Hobart,2,5,Es And Es,57,NULL,5,A Darmanin,5.5,G J Stevenson,0,NULL,NULL,1100,3,0,11,56.15
7/11/2023,Hobart,2,7,Shades Of Frost,57,NULL,3,K Sanderson,17,G J Stevenson,0,NULL,NULL,1100,3,0,13,49.14999952
7/11/2023,Hobart,2,8,Stratojack,57,63,9,Sigrid Carr,4.599999905,Ms T Mollross,2,11,5,1100,3,2,2,70.39999997
7/11/2023,Hobart,2,9,Essie Essie,54.5,54.40000048,13,Chloe Wells,101,Brendan McShane,1,27,7,1100,4,1,10,54.64999952
7/11/2023,Hobart,2,11,Miss Chica Mala,56.5,70.91249997,11,T Baker,5,S Gandy,0,135,3,1100,4,6,7,60.25000048
7/11/2023,Hobart,2,13,Zulu Fields,55,NULL,8,Chelsea Baker,31,Marion Dalco,0,NULL,NULL,1100,4,0,9,58.3
7/11/2023,Hobart,2,14,Rich 'n' Powerful,54.5,47.09999905,7,,101,J L Keys,1,32,10,1100,3,2,8,58.39999952
7/11/2023,Hobart,2,15,Sh'bourne Glory,55,NULL,10,B Muhcu,13,Imogen Miller,0,NULL,NULL,1100,3,0,5,61.54999988
7/11/2023,Hobart,2,16,Uppercuts,58.5,52.690625,12,,151,Jessie Bazan,3,27,12,1100,4,6,12,55.34999952
7/11/2023,Hobart,3,2,Needs Sugar,58.5,67.34166666,5,T Baker,2.799999952,S Gandy,0,275,2,1100,3,5,5,74.75
7/11/2023,Hobart,3,3,Thespian Waters,56.5,71.12916678,1,Sigrid Carr,4.800000191,Sigrid Carr,0,149,3,1100,3,3,1,86.9
7/11/2023,Hobart,3,4,Stardarmus,56,56.6166671,2,A Darmanin,17,J K Blacker,2,11,8,1100,3,2,2,79.50000012
7/11/2023,Hobart,3,5,Popilita,54.5,77.15,6,E Byrne Burke,3.900000095,G J McCulloch,2,11,2,1100,3,6,3,72.04999952
7/11/2023,Hobart,3,6,La Virago,54,75.43750005,3,B Muhcu,4.800000191,Imogen Miller,0,65,3,1100,3,4,4,71.64999952
7/11/2023,Hobart,3,7,Whats New Pussycat,53,67.89999988,4,Chelsea Baker,10,R T Carr,1,11,3,1100,3,1,6,67.09999952
7/11/2023,Hobart,4,1,Reward Achiever,58,73.925,4,Chelsea Baker,6,G J Stevenson,3,11,7,1390,7,33,6,74.88201448
7/11/2023,Hobart,4,2,Gee Gee Miss Quita,59,72.00357143,3,T Baker,4.199999809,S Gandy,2,32,2,1390,5,28,2,81.61726616
7/11/2023,Hobart,4,3,Freak On A Lead,58.5,79.39166678,2,D Pires,5,J L Keys,2,27,6,1390,6,30,1,82.8
7/11/2023,Hobart,4,4,Hot Relation,58.5,76.840625,1,Sigrid Carr,3.099999905,Yassy Nishitani,7,27,4,1390,6,37,4,80.03021587
7/11/2023,Hobart,4,5,Ethical Dilemma,58,78.84285705,5,B Muhcu,9,P H Luttrell,7,11,5,1390,8,59,3,79.82805765
7/11/2023,Hobart,4,6,Gee Gee Can Win,58,79.23571429,6,B Mc Coull,6.5,L D & T Wells,4,11,3,1390,6,36,5,75.47553957
7/11/2023,Hobart,5,1,Monte Bianco,59,74.728125,2,D M Ganderton,2.299999952,M A Ganderton,4,27,2,2100,5,16,4,75.29999996
7/11/2023,Hobart,5,2,Page,58.5,68.76875008,4,Sigrid Carr,9.5,J K Blacker,7,11,8,2100,5,30,7,72.19999986
7/11/2023,Hobart,5,3,Captain Morgan,57.5,70.94687508,6,B Muhcu,12,P H Luttrell,6,11,7,2100,8,62,6,72.89999986
7/11/2023,Hobart,5,4,No Surprises,57,62.13437504,7,T Baker,7.5,R T Carr,7,6,4,2100,5,13,8,53.75000057
7/11/2023,Hobart,5,5,Reward For Rosie,53,66.70625,5,Tayah Stalker,18,G J Stevenson,10,20,7,2100,6,16,1,72.9
7/11/2023,Hobart,5,6,Renascence,53.5,49.47499963,8,Ms T Johnstone,20,J F Luttrell,36,27,7,2100,8,69,2,73
7/11/2023,Hobart,5,7,Indigo Girls,51.5,74.40000029,1,Jackson Radley,4.400000095,G J McCulloch,10,6,7,2100,6,34,5,68.25000007
7/11/2023,Hobart,5,8,Further North,54,70.48750008,3,A Darmanin,8.5,J K Blacker,7,20,5,2100,8,33,3,71.60000004
7/11/2023,Hobart,6,1,Under His Eye,58,64.25,6,K Sanderson,10,Adrian Duggan,1,11,9,1100,7,42,8,68.40000024
7/11/2023,Hobart,6,2,Needs Remembering,57.5,71.51249989,7,M Ulucinar,18,T W Evans,5,20,6,1100,5,21,10,60.75
7/11/2023,Hobart,6,3,Day Performer,57,61.70000044,1,T Baker,5.5,Sigrid Carr,0,100,13,1100,6,29,6,71.85000006
7/11/2023,Hobart,6,4,Ensnare,53,70.55000024,3,Jackson Radley,8.5,G J McCulloch,5,6,6,1100,5,21,4,69.90000006
